,date,EUR,JPY,GBP,AUD,CAD,INR,MXN,RUB,CNY,base_currency
333,2021-01-28,0.825105,104.292012,0.728651,1.303866,1.283135,72.93905,20.25475,76.201603,6.449403,USD
334,2021-01-29,0.823879,104.71504,0.729262,1.308387,1.27795,72.90725,20.587604,75.955038,6.427704,USD
335,2021-01-30,0.823893,104.68504,0.729661,1.30855,1.27795,72.90685,20.59145,75.955038,6.427604,USD
336,2021-01-31,0.82485,104.689041,0.730098,1.31242,1.28032,72.905802,20.50779,75.916799,6.427803,USD
337,2021-02-01,0.828615,104.886033,0.731135,1.309843,1.28485,73.12005,20.37066,76.148604,6.468497,USD
338,2021-02-02,0.830655,105.032997,0.73215,1.31443,1.278655,72.91655,20.14018,76.2555,6.457399,USD
339,2021-02-03,0.830503,104.998018,0.732695,1.310015,1.278545,72.85825,20.19958,75.920495,6.460201,USD
340,2021-02-04,0.835675,105.572999,0.73125,1.315616,1.282335,72.94295,20.38969,75.525705,6.471798,USD
341,2021-02-05,0.82996,105.355504,0.727987,1.302423,1.275115,72.788304,20.09909,74.649404,6.466704,USD
342,2021-02-06,0.829941,105.355504,0.727987,1.302423,1.275115,72.788304,20.09909,74.649404,6.466704,USD
343,2021-02-07,0.82999,105.40299,0.727925,1.302321,1.275945,72.788301,20.11389,74.62055,6.466694,USD
344,2021-02-08,0.829631,105.215017,0.72754,1.297185,1.273855,72.93015,20.10557,74.357899,6.449014,USD
345,2021-02-09,0.825185,104.585007,0.723746,1.291923,1.269795,72.85515,20.08635,73.911702,6.435301,USD
346,2021-02-10,0.8251,104.625003,0.723005,1.29463,1.26985,72.80755,20.033045,73.901499,6.458198,USD
347,2021-02-11,0.824397,104.74403,0.72415,1.28999,1.270145,72.70975,19.96878,73.674029,6.457898,USD
348,2021-02-12,0.825548,104.94504,0.72235,1.28935,1.26975,72.59105,19.937604,73.651804,6.458204,USD
349,2021-02-13,0.825048,104.95604,0.722439,1.28935,1.26985,72.59105,19.937204,73.651804,6.458204,USD
350,2021-02-14,0.824975,105.063979,0.72095,1.28804,1.268835,72.59505,19.93927,73.608199,6.458202,USD
351,2021-02-15,0.824256,105.387975,0.718735,1.284373,1.263605,72.63895,19.964302,73.36698,6.458196,USD
352,2021-02-16,0.826985,106.113019,0.72008,1.292357,1.27115,72.93525,20.22804,73.576603,6.458097,USD
353,2021-02-17,0.830117,105.863978,0.72122,1.288934,1.270135,72.79755,20.21504,73.7507,6.458599,USD
354,2021-02-18,0.827025,105.654984,0.715985,1.287664,1.268235,72.60565,20.31073,73.868801,6.488203,USD
355,2021-02-19,0.825202,105.645504,0.714006,1.270648,1.26128,72.55135,20.434615,74.035038,6.486904,USD
356,2021-02-20,0.825202,105.521504,0.713445,1.270648,1.26155,72.570504,20.427215,74.035038,6.486804,USD
357,2021-02-21,0.824675,105.516999,0.712725,1.267735,1.259955,72.554301,20.48995,74.161014,6.486801,USD
358,2021-02-22,0.821976,104.988994,0.71071,1.263415,1.26096,72.44425,20.744531,74.259504,6.464599,USD
359,2021-02-23,0.822925,105.288024,0.70825,1.264465,1.259345,72.366503,20.517225,74.105802,6.46545,USD
360,2021-02-24,0.821698,105.948982,0.706851,1.253898,1.251045,72.407503,20.38016,73.529701,6.457097,USD
361,2021-02-25,0.822365,106.382002,0.713895,1.271052,1.261135,73.151401,20.913401,74.741301,6.454902,USD
362,2021-02-26,0.828358,106.599504,0.718133,1.297825,1.274175,73.596404,20.86285,74.581504,6.478904,USD
363,2021-02-27,0.828356,106.599504,0.718133,1.297825,1.274175,73.596404,20.86285,74.581504,6.478904,USD
364,2021-02-28,0.8272,106.505969,0.715735,1.289985,1.269705,73.596402,20.79207,74.687502,6.478904,USD
365,2021-03-01,0.829903,106.856024,0.71795,1.286731,1.264295,73.311299,20.65653,74.286504,6.465803,USD
