currency,max_rate,min_rate,fluctuation
AUD,1.741902,1.253898,0.4880040000000001
CAD,1.45002,1.251045,0.19897500000000012
CNY,7.169301,6.427604,0.7416970000000003
EUR,0.938435,0.810403,0.12803200000000003
GBP,0.87017,0.706851,0.163319
INR,77.605036,72.175011,5.4300250000000005
JPY,111.297994,102.678985,8.619009000000005
MXN,25.351202,19.419942,5.931260000000002
RUB,80.954994,66.214598,14.740396000000004
